cv_year,train_start,train_end,round,model,picked,actual_pos,fantasy_pts
2024,2020,2023,1,ridge,piastri,8,15
2024,2020,2023,1,rf_reg,piastri,8,15
2024,2020,2023,1,rf_clf,tsunoda,14,10
2024,2020,2023,1,xgb_reg,piastri,8,15
2024,2020,2023,1,xgb_clf,ricciardo,13,12
2024,2020,2023,1,xgb_ranker,tsunoda,14,10
2024,2020,2023,1,lgb_reg,norris,6,10
2024,2020,2023,1,ensemble,tsunoda,14,10
2024,2020,2023,2,ridge,stroll,19,1
2024,2020,2023,2,rf_reg,stroll,19,1
2024,2020,2023,2,rf_clf,tsunoda,15,8
2024,2020,2023,2,xgb_reg,russell,6,10
2024,2020,2023,2,xgb_clf,tsunoda,15,8
2024,2020,2023,2,xgb_ranker,bearman,7,12
2024,2020,2023,2,lgb_reg,stroll,19,1
2024,2020,2023,2,ensemble,bearman,7,12
2024,2020,2023,3,ridge,stroll,6,10
2024,2020,2023,3,rf_reg,alonso,8,15
2024,2020,2023,3,rf_clf,albon,11,18
2024,2020,2023,3,xgb_reg,russell,17,4
2024,2020,2023,3,xgb_clf,albon,11,18
2024,2020,2023,3,xgb_ranker,hamilton,18,2
2024,2020,2023,3,lgb_reg,bottas,14,10
2024,2020,2023,3,ensemble,albon,11,18
2024,2020,2023,4,ridge,russell,7,12
2024,2020,2023,4,rf_reg,russell,7,12
2024,2020,2023,4,rf_clf,hulkenberg,11,18
2024,2020,2023,4,xgb_reg,hamilton,9,18
2024,2020,2023,4,xgb_clf,tsunoda,10,25
2024,2020,2023,4,xgb_ranker,albon,20,0
2024,2020,2023,4,lgb_reg,ricciardo,19,1
2024,2020,2023,4,ensemble,ricciardo,19,1
2024,2020,2023,5,ridge,stroll,15,8
2024,2020,2023,5,rf_reg,stroll,15,8
2024,2020,2023,5,rf_clf,hulkenberg,10,25
2024,2020,2023,5,xgb_reg,piastri,8,15
2024,2020,2023,5,xgb_clf,ocon,11,18
2024,2020,2023,5,xgb_ranker,ricciardo,18,2
2024,2020,2023,5,lgb_reg,ricciardo,18,2
2024,2020,2023,5,ensemble,ricciardo,18,2
2024,2020,2023,6,ridge,stroll,17,4
2024,2020,2023,6,rf_reg,stroll,17,4
2024,2020,2023,6,rf_clf,hulkenberg,11,18
2024,2020,2023,6,xgb_reg,stroll,17,4
2024,2020,2023,6,xgb_clf,albon,18,2
2024,2020,2023,6,xgb_ranker,stroll,17,4
2024,2020,2023,6,lgb_reg,piastri,13,12
2024,2020,2023,6,ensemble,stroll,17,4
2024,2020,2023,7,ridge,tsunoda,10,25
2024,2020,2023,7,rf_reg,tsunoda,10,25
2024,2020,2023,7,rf_clf,hulkenberg,11,18
2024,2020,2023,7,xgb_reg,hamilton,6,10
2024,2020,2023,7,xgb_clf,gasly,16,6
