cv_year,train_start,train_end,round,model,picked,actual_pos,fantasy_pts
2019,2015,2018,1,ridge,grosjean,18,2
2019,2015,2018,1,rf_reg,hulkenberg,7,12
2019,2015,2018,1,rf_clf,hulkenberg,7,12
2019,2015,2018,1,xgb_reg,perez,13,12
2019,2015,2018,1,xgb_clf,kvyat,10,25
2019,2015,2018,1,xgb_ranker,sainz,20,0
2019,2015,2018,1,lgb_reg,ricciardo,19,1
2019,2015,2018,1,lgbm_ranker,albon,14,10
2019,2015,2018,1,ensemble,perez,13,12
2019,2015,2018,2,ridge,grosjean,20,0
2019,2015,2018,2,rf_reg,max_verstappen,4,6
2019,2015,2018,2,rf_clf,norris,6,10
2019,2015,2018,2,xgb_reg,norris,6,10
2019,2015,2018,2,xgb_clf,gasly,8,15
2019,2015,2018,2,xgb_ranker,kvyat,12,15
2019,2015,2018,2,lgb_reg,bottas,2,2
2019,2015,2018,2,lgbm_ranker,kvyat,12,15
2019,2015,2018,2,ensemble,norris,6,10
2019,2015,2018,3,ridge,hulkenberg,20,0
2019,2015,2018,3,rf_reg,ricciardo,7,12
2019,2015,2018,3,rf_clf,kvyat,19,1
2019,2015,2018,3,xgb_reg,sainz,14,10
2019,2015,2018,3,xgb_clf,perez,8,15
2019,2015,2018,3,xgb_ranker,perez,8,15
2019,2015,2018,3,lgb_reg,kevin_magnussen,13,12
2019,2015,2018,3,lgbm_ranker,perez,8,15
2019,2015,2018,3,ensemble,kevin_magnussen,13,12
2019,2015,2018,4,ridge,norris,8,15
2019,2015,2018,4,rf_reg,kvyat,19,1
2019,2015,2018,4,rf_clf,giovinazzi,12,15
2019,2015,2018,4,xgb_reg,gasly,17,4
2019,2015,2018,4,xgb_clf,hulkenberg,14,10
2019,2015,2018,4,xgb_ranker,hulkenberg,14,10
2019,2015,2018,4,lgb_reg,ricciardo,20,0
2019,2015,2018,4,lgbm_ranker,hulkenberg,14,10
2019,2015,2018,4,ensemble,hulkenberg,14,10
2019,2015,2018,5,ridge,grosjean,10,25
2019,2015,2018,5,rf_reg,grosjean,10,25
2019,2015,2018,5,rf_clf,grosjean,10,25
2019,2015,2018,5,xgb_reg,grosjean,10,25
2019,2015,2018,5,xgb_clf,kvyat,9,18
2019,2015,2018,5,xgb_ranker,sainz,8,15
2019,2015,2018,5,lgb_reg,sainz,8,15
2019,2015,2018,5,lgbm_ranker,sainz,8,15
2019,2015,2018,5,ensemble,sainz,8,15
2019,2015,2018,6,ridge,ricciardo,9,18
2019,2015,2018,6,rf_reg,ricciardo,9,18
2019,2015,2018,6,rf_clf,norris,11,18
2019,2015,2018,6,xgb_reg,sainz,6,10
2019,2015,2018,6,xgb_clf,giovinazzi,19,1
2019,2015,2018,6,xgb_ranker,raikkonen,17,4
2019,2015,2018,6,lgb_reg,sainz,6,10
2019,2015,2018,6,lgbm_ranker,hulkenberg,13,12
2019,2015,2018,6,ensemble,albon,8,15
2019,2015,2018,7,ridge,max_verstappen,5,8
2019,2015,2018,7,rf_reg,max_verstappen,5,8
2019,2015,2018,7,rf_clf,norris,20,0
2019,2015,2018,7,xgb_reg,max_verstappen,5,8
2019,2015,2018,7,xgb_clf,raikkonen,15,8
2019,2015,2018,7,xgb_ranker,giovinazzi,13,12
2019,2015,2018,7,lgb_reg,kevin_magnussen,17,4
2019,2015,2018,7,lgbm_ranker,kevin_magnussen,17,4
2019,2015,2018,7,ensemble,kevin_magnussen,17,4
2019,2015,2018,8,ridge,sainz,6,10
2019,2015,2018,8,rf_reg,gasly,10,25
2019,2015,2018,8,rf_clf,giovinazzi,16,6
2019,2015,2018,8,xgb_reg,gasly,10,25
2019,2015,2018,8,xgb_clf,ricciardo,11,18
2019,2015,2018,8,xgb_ranker,giovinazzi,16,6
2019,2015,2018,8,lgb_reg,max_verstappen,4,6
2019,2015,2018,8,lgbm_ranker,giovinazzi,16,6
2019,2015,2018,8,ensemble,gasly,10,25
2019,2015,2018,9,ridge,norris,6,10
2019,2015,2018,9,rf_reg,kevin_magnussen,19,1
2019,2015,2018,9,rf_clf,giovinazzi,10,25
2019,2015,2018,9,xgb_reg,grosjean,16,6
2019,2015,2018,9,xgb_clf,giovinazzi,10,25
2019,2015,2018,9,xgb_ranker,perez,11,18
2019,2015,2018,9,lgb_reg,giovinazzi,10,25
2019,2015,2018,9,lgbm_ranker,giovinazzi,10,25
2019,2015,2018,9,ensemble,norris,6,10
2019,2015,2018,10,ridge,norris,11,18
2019,2015,2018,10,rf_reg,ricciardo,7,12
2019,2015,2018,10,rf_clf,albon,12,15
2019,2015,2018,10,xgb_reg,norris,11,18
2019,2015,2018,10,xgb_clf,sainz,6,10
2019,2015,2018,10,xgb_ranker,sainz,6,10
2019,2015,2018,10,lgb_reg,norris,11,18
2019,2015,2018,10,lgbm_ranker,sainz,6,10
2019,2015,2018,10,ensemble,norris,11,18
2019,2015,2018,11,ridge,grosjean,7,12
2019,2015,2018,11,rf_reg,grosjean,7,12
2019,2015,2018,11,rf_clf,stroll,4,6
2019,2015,2018,11,xgb_reg,hulkenberg,16,6
2019,2015,2018,11,xgb_clf,norris,18,2
2019,2015,2018,11,xgb_ranker,grosjean,7,12
2019,2015,2018,11,lgb_reg,giovinazzi,13,12
2019,2015,2018,11,lgbm_ranker,kevin_magnussen,8,15
2019,2015,2018,11,ensemble,grosjean,7,12
2019,2015,2018,12,ridge,sainz,5,8
2019,2015,2018,12,rf_reg,sainz,5,8
2019,2015,2018,12,rf_clf,sainz,5,8
2019,2015,2018,12,xgb_reg,vettel,3,4
2019,2015,2018,12,xgb_clf,perez,11,18
2019,2015,2018,12,xgb_ranker,sainz,5,8
2019,2015,2018,12,lgb_reg,raikkonen,7,12
2019,2015,2018,12,lgbm_ranker,kevin_magnussen,13,12
2019,2015,2018,12,ensemble,raikkonen,7,12
2019,2015,2018,13,ridge,ricciardo,14,10
2019,2015,2018,13,rf_reg,hulkenberg,8,15
2019,2015,2018,13,rf_clf,norris,11,18
2019,2015,2018,13,xgb_reg,ricciardo,14,10
2019,2015,2018,13,xgb_clf,perez,6,10
2019,2015,2018,13,xgb_ranker,norris,11,18
2019,2015,2018,13,lgb_reg,hulkenberg,8,15
2019,2015,2018,13,lgbm_ranker,norris,11,18
2019,2015,2018,13,ensemble,hulkenberg,8,15
2019,2015,2018,14,ridge,hulkenberg,5,8
2019,2015,2018,14,rf_reg,albon,6,10
2019,2015,2018,14,rf_clf,raikkonen,15,8
2019,2015,2018,14,xgb_reg,raikkonen,15,8
2019,2015,2018,14,xgb_clf,hulkenberg,5,8
2019,2015,2018,14,xgb_ranker,ricciardo,4,6
2019,2015,2018,14,lgb_reg,sainz,20,0
2019,2015,2018,14,lgbm_ranker,sainz,20,0
2019,2015,2018,14,ensemble,sainz,20,0
2019,2015,2018,15,ridge,hulkenberg,9,18
2019,2015,2018,15,rf_reg,norris,7,12
2019,2015,2018,15,rf_clf,norris,7,12
2019,2015,2018,15,xgb_reg,norris,7,12
2019,2015,2018,15,xgb_clf,kvyat,15,8
2019,2015,2018,15,xgb_ranker,stroll,13,12
2019,2015,2018,15,lgb_reg,norris,7,12
2019,2015,2018,15,lgbm_ranker,kvyat,15,8
2019,2015,2018,15,ensemble,norris,7,12
2019,2015,2018,16,ridge,perez,7,12
2019,2015,2018,16,rf_reg,grosjean,20,0
2019,2015,2018,16,rf_clf,giovinazzi,15,8
2019,2015,2018,16,xgb_reg,sainz,6,10
2019,2015,2018,16,xgb_clf,ricciardo,19,1
2019,2015,2018,16,xgb_ranker,kevin_magnussen,9,18
2019,2015,2018,16,lgb_reg,hulkenberg,10,25
2019,2015,2018,16,lgbm_ranker,grosjean,20,0
2019,2015,2018,16,ensemble,ricciardo,19,1
2019,2015,2018,17,ridge,norris,11,18
2019,2015,2018,17,rf_reg,norris,11,18
2019,2015,2018,17,rf_clf,norris,11,18
2019,2015,2018,17,xgb_reg,norris,11,18
2019,2015,2018,17,xgb_clf,norris,11,18
2019,2015,2018,17,xgb_ranker,stroll,9,18
2019,2015,2018,17,lgb_reg,norris,11,18
2019,2015,2018,17,lgbm_ranker,grosjean,13,12
2019,2015,2018,17,ensemble,norris,11,18
2019,2015,2018,18,ridge,norris,20,0
2019,2015,2018,18,rf_reg,norris,20,0
2019,2015,2018,18,rf_clf,norris,20,0
2019,2015,2018,18,xgb_reg,gasly,9,18
2019,2015,2018,18,xgb_clf,raikkonen,19,1
2019,2015,2018,18,xgb_ranker,raikkonen,19,1
2019,2015,2018,18,lgb_reg,sainz,13,12
2019,2015,2018,18,lgbm_ranker,raikkonen,19,1
2019,2015,2018,18,ensemble,norris,20,0
2019,2015,2018,19,ridge,sainz,8,15
2019,2015,2018,19,rf_reg,norris,7,12
2019,2015,2018,19,rf_clf,hulkenberg,9,18
2019,2015,2018,19,xgb_reg,gasly,16,6
2019,2015,2018,19,xgb_clf,kvyat,12,15
2019,2015,2018,19,xgb_ranker,stroll,13,12
2019,2015,2018,19,lgb_reg,gasly,16,6
2019,2015,2018,19,lgbm_ranker,stroll,13,12
2019,2015,2018,19,ensemble,gasly,16,6
2019,2015,2018,20,ridge,gasly,2,2
2019,2015,2018,20,rf_reg,gasly,2,2
2019,2015,2018,20,rf_clf,norris,8,15
2019,2015,2018,20,xgb_reg,kevin_magnussen,11,18
2019,2015,2018,20,xgb_clf,giovinazzi,5,8
2019,2015,2018,20,xgb_ranker,stroll,19,1
2019,2015,2018,20,lgb_reg,ricciardo,6,10
2019,2015,2018,20,lgbm_ranker,stroll,19,1
2019,2015,2018,20,ensemble,gasly,2,2
2019,2015,2018,21,ridge,gasly,18,2
2019,2015,2018,21,rf_reg,sainz,10,25
2019,2015,2018,21,rf_clf,perez,7,12
2019,2015,2018,21,xgb_reg,grosjean,15,8
2019,2015,2018,21,xgb_clf,perez,7,12
2019,2015,2018,21,xgb_ranker,perez,7,12
2019,2015,2018,21,lgb_reg,perez,7,12
2019,2015,2018,21,lgbm_ranker,perez,7,12
2019,2015,2018,21,ensemble,perez,7,12
